clients,throughput_bps,quiz_latency,ans_latency
1,0,18.284675121307373,0.0044585466384887695
2,0,9.115722417831421,0.004497051239013672
4,0,10.04156869649887,4.19911402463913
6,0,10.605526447296143,1.5160726070404054
8,0,7.255807740347726,1.3410124778747559
10,0,6.218552536434597,1.9402366876602173
