clients,throughput_bps,quiz_latency,ans_latency
1,0,18.140308141708374,0.0037000179290771484
2,0,12.978736996650696,0.010740280151367188
4,0,9.504729211330414,0.004674255847930908
6,0,18.18439296881358,0.003943800926208496
8,0,16.378191262483597,0.0035367276933458117
10,0,19.058345913887024,0.004452419281005859
